Home,Products,Search,Prod_A,Prod_B,Prod_C,Cart,Purchase,Cluster
Home,Products,Search,Prod_A,Prod_B,Prod_C,Cart,Purchase,Cluster
1,0,1,1,0,1,0,0,0
1,0,1,1,1,1,0,0,0
1,1,0,1,1,0,0,0,0
1,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,1,0,0,0
1,0,1,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,1
0,1,1,0,1,0,1,0,1
0,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,1
0,1,1,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,0,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,1,0,1,1,1,0,1
1,0,0,0,0,0,0,0,2
1,1,1,0,0,0,1,0,2
1,0,0,0,0,0,0,0,2
1,0,1,0,0,0,1,1,2
1,0,1,0,1,0,0,0,2
1,1,1,0,1,0,1,0,2
1,1,1,0,0,1,1,0,2
1,0,1,0,0,0,1,1,2
1,0,1,0,0,0,1,0,2
1,1,0,0,0,0,1,0,2
1,0,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,1,1,0,0,1,0,0,2
1,1,1,1,0,0,1,1,3
1,1,1,1,1,0,1,1,3
1,1,1,0,0,1,1,1,3
1,1,0,1,1,1,1,0,3
1,1,0,1,1,1,1,0,3
1,1,0,1,1,0,1,0,3
1,1,0,1,1,1,1,0,3
1,1,0,1,0,1,1,0,3
1,1,0,1,0,1,1,0,3
1,1,0,1,1,0,1,1,3
0,1,1,1,0,1,1,1,3
0,1,1,1,0,1,1,0,3
1,1,0,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,0,1,0,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,0,3
1,1,0,1,0,0,1,1,3
1,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,1,0,1,1,3
0,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,0,1,1,1,0,1,1,4
1,0,1,1,1,1,1,1,4
1,0,1,1,1,1,1,0,4
1,0,1,1,0,0,1,1,4
1,0,1,0,0,1,1,1,4
0,0,1,1,0,0,1,1,4
1,0,1,1,0,1,1,0,4
0,0,0,1,1,0,1,1,4
0,0,0,1,0,0,1,1,4
1,0,0,1,0,1,1,1,4
0,0,0,1,0,0,1,0,4
0,0,0,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
1,1,1,0,1,0,0,0,5
1,1,1,0,1,1,0,0,5
1,1,1,1,1,1,0,0,5
1,1,1,0,1,1,0,0,5
1,1,1,1,1,1,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,0,0,0,5
0,1,1,0,1,1,0,0,5
0,1,0,1,1,0,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
Home,Products,Search,Prod_A,Prod_B,Prod_C,Cart,Purchase,Cluster
1,0,1,1,0,1,0,0,0
1,0,1,1,1,1,0,0,0
1,1,0,1,1,0,0,0,0
1,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,1,0,0,0
1,0,1,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,1
0,1,1,0,1,0,1,0,1
0,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,1
0,1,1,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,0,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,1,0,1,1,1,0,1
1,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,2
1,0,1,0,1,0,0,0,2
1,0,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,1,1,1,0,0,1,1,3
1,1,1,1,1,0,1,1,3
1,1,0,1,1,1,1,0,3
1,1,0,1,1,1,1,0,3
1,1,0,1,1,0,1,0,3
1,1,0,1,1,1,1,0,3
1,1,0,1,0,1,1,0,3
1,1,0,1,0,1,1,0,3
1,1,0,1,1,0,1,1,3
0,1,1,1,0,1,1,1,3
0,1,1,1,0,1,1,0,3
1,1,0,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,0,1,0,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,0,3
1,1,0,1,0,0,1,1,3
1,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,1,0,1,1,3
0,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,0,1,1,1,0,1,1,4
1,0,1,1,1,1,1,1,4
1,0,1,1,1,1,1,0,4
1,0,1,1,0,0,1,1,4
0,0,1,1,0,0,1,1,4
1,0,1,1,0,1,1,0,4
0,0,0,1,1,0,1,1,4
0,0,0,1,0,0,1,1,4
1,0,0,1,0,1,1,1,4
0,0,0,1,0,0,1,0,4
0,0,0,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
1,1,1,0,1,0,0,0,5
1,1,1,0,1,1,0,0,5
1,1,1,1,1,1,0,0,5
1,1,1,0,1,1,0,0,5
1,1,1,1,1,1,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,0,0,0,5
0,1,1,0,1,1,0,0,5
0,1,0,1,1,0,0,0,5
1,1,1,0,0,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
1,1,1,0,0,0,1,0,6
1,0,1,0,0,0,1,1,6
1,1,1,0,1,0,1,0,6
1,1,1,0,0,1,1,0,6
1,0,1,0,0,0,1,1,6
1,0,1,0,0,0,1,0,6
1,1,1,0,0,1,1,1,6
1,0,1,0,0,1,1,1,6
1,1,0,0,0,0,1,0,6
Home,Products,Search,Prod_A,Prod_B,Prod_C,Cart,Purchase,Cluster
1,1,0,1,1,0,0,0,0
1,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,1,0,0,0
1,1,0,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,1
0,1,1,0,1,0,1,0,1
0,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,1
0,1,1,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,0,1
0,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1
0,1,1,0,1,1,1,0,1
1,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,2
1,0,1,0,1,0,0,0,2
1,0,1,1,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,1,1,1,0,0,1,1,3
1,1,1,1,1,0,1,1,3
1,1,0,0,0,0,1,0,3
1,1,0,1,1,1,1,0,3
1,1,0,1,1,1,1,0,3
1,1,0,1,1,0,1,0,3
1,1,0,1,1,1,1,0,3
1,1,0,1,0,1,1,0,3
1,1,0,1,0,1,1,0,3
1,1,0,1,1,0,1,1,3
0,1,1,1,0,1,1,1,3
0,1,1,1,0,1,1,0,3
1,1,0,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,0,1,0,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,0,3
1,1,0,1,0,0,1,1,3
1,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,1,0,1,1,3
0,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,0,1,1,1,0,1,1,4
1,0,1,1,1,1,1,1,4
1,0,1,1,0,0,1,1,4
0,0,1,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
0,0,0,1,0,0,1,1,4
1,0,0,1,0,1,1,1,4
0,0,0,1,0,0,1,0,4
0,0,0,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
0,1,0,0,1,0,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,0,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
1,1,1,0,0,0,1,0,6
1,0,1,0,0,0,1,1,6
1,1,1,0,1,0,1,0,6
1,1,1,0,0,1,1,0,6
1,0,1,0,0,0,1,1,6
1,0,1,0,0,0,1,0,6
1,1,1,0,0,1,1,1,6
1,0,1,0,0,1,1,1,6
1,0,1,1,0,1,1,0,6
1,1,1,0,1,0,0,0,7
1,0,1,1,1,1,1,0,7
1,0,1,1,0,1,0,0,7
1,0,1,1,1,1,0,0,7
1,1,1,0,1,1,0,0,7
1,1,1,1,1,1,0,0,7
1,1,1,0,1,1,0,0,7
1,1,1,1,1,1,0,0,7
1,1,1,0,0,1,0,0,7
Home,Products,Search,Prod_A,Prod_B,Prod_C,Cart,Purchase,Cluster
1,1,0,1,1,0,0,0,0
1,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,1,0,1,0,0
1,1,0,1,0,1,0,0,0
1,1,0,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,1,0,0,0,1,0,1
1,1,1,0,0,1,1,0,1
1,1,1,0,0,1,1,1,1
1,1,0,0,0,0,1,0,1
1,1,0,1,0,1,1,0,1
1,1,0,1,0,1,1,0,1
1,0,1,1,0,1,1,0,1
0,1,1,1,0,1,1,0,1
1,1,1,1,0,0,1,0,1
1,1,0,1,0,0,1,0,1
1,1,1,0,0,1,0,0,1
1,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,2
1,0,1,0,1,0,0,0,2
1,0,1,1,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,1,1,1,0,0,1,1,3
1,1,1,1,1,0,1,1,3
1,1,0,1,1,0,1,1,3
0,1,1,1,0,1,1,1,3
1,1,0,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,1,0,1,1,0,1,1,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,1,0,1,1,3
1,0,0,1,0,1,1,1,3
0,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,0,1,1,1,0,1,1,4
1,0,1,1,1,1,1,1,4
0,0,1,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
0,0,0,1,0,0,1,1,4
0,0,0,1,0,0,1,0,4
0,0,0,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
1,1,1,0,1,0,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,0,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
1,0,1,0,0,0,1,1,6
1,0,1,1,0,0,1,1,6
1,0,1,0,0,0,1,1,6
1,0,1,0,0,0,1,0,6
1,0,1,0,0,1,1,1,6
1,0,1,1,1,1,1,0,7
1,0,1,1,0,1,0,0,7
1,0,1,1,1,1,0,0,7
1,1,1,0,1,1,0,0,7
1,1,1,1,1,1,0,0,7
1,1,1,0,1,1,0,0,7
1,1,1,1,1,1,0,0,7
1,1,1,0,1,0,1,0,8
1,1,0,1,1,1,1,0,8
1,1,0,1,1,1,1,0,8
1,1,0,1,1,1,1,0,8
1,1,0,0,1,0,1,1,8
0,1,1,0,1,0,1,0,8
0,1,1,0,1,0,1,0,8
0,1,0,0,1,0,1,1,8
0,1,1,0,1,0,1,0,8
0,1,1,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,0,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,1,0,1,1,1,0,8
Home,Products,Search,Prod_A,Prod_B,Prod_C,Cart,Purchase,Cluster
1,1,0,1,1,0,0,0,0
1,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,1,0,0,0
1,1,0,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0
1,1,1,0,0,0,1,0,1
1,1,1,0,1,0,1,0,1
1,1,1,0,0,1,1,0,1
1,1,0,0,0,0,1,0,1
1,1,0,1,1,1,1,0,1
1,1,0,1,1,1,1,0,1
1,1,0,1,1,0,1,0,1
1,1,0,1,1,1,1,0,1
1,1,0,1,0,1,1,0,1
1,1,0,1,0,1,1,0,1
0,1,1,1,0,1,1,0,1
1,1,1,1,0,0,1,0,1
1,1,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,2
1,0,1,0,1,0,0,0,2
1,0,1,1,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,2
1,1,1,1,0,0,1,1,3
1,1,1,1,1,0,1,1,3
1,1,0,1,1,0,1,1,3
0,1,1,1,0,1,1,1,3
1,1,0,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,1,0,1,1,0,1,1,3
1,1,0,1,1,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
1,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,1,0,1,1,3
0,1,0,1,0,0,1,1,3
1,1,1,1,0,1,1,1,3
1,1,0,1,0,0,1,1,3
0,0,1,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
0,0,0,1,0,0,1,1,4
0,0,0,1,0,0,1,0,4
0,0,0,1,0,0,1,1,4
0,0,0,1,1,0,1,1,4
0,1,0,0,1,0,0,0,5
0,1,0,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,0,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
0,1,1,0,1,1,0,0,5
0,1,1,0,1,0,0,0,5
0,1,0,0,1,1,0,0,5
0,1,0,0,1,1,0,0,5
1,0,1,0,0,0,1,1,6
1,0,1,1,0,0,1,1,6
1,0,1,0,0,0,1,1,6
1,0,1,0,0,0,1,0,6
1,1,1,0,0,1,1,1,6
1,0,1,0,0,1,1,1,6
1,1,1,0,1,0,0,0,7
1,0,1,1,0,1,0,0,7
1,0,1,1,1,1,0,0,7
1,1,1,0,1,1,0,0,7
1,1,1,1,1,1,0,0,7
1,1,1,0,1,1,0,0,7
1,1,1,1,1,1,0,0,7
1,1,1,0,0,1,0,0,7
1,1,0,0,1,0,1,1,8
0,1,1,0,1,0,1,0,8
0,1,1,0,1,0,1,0,8
0,1,0,0,1,0,1,1,8
0,1,1,0,1,0,1,0,8
0,1,1,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,0,8
0,1,0,0,1,1,1,1,8
0,1,0,0,1,1,1,1,8
0,1,1,0,1,1,1,0,8
1,0,1,1,1,0,1,1,9
1,0,1,1,1,1,1,1,9
1,0,1,1,1,1,1,0,9
1,0,1,1,0,1,1,0,9
1,0,0,1,0,1,1,1,9
